YEAR,MO,DY,Temperature,Relative_Humidity,Specific_Humidity,Precipitation,Pressure,Wind_Speed,Wind_Direction
2005,6,24,26.61,88.94,19.35,7.97,100.33,3.23,233.31
2005,6,25,26.78,87.56,19.17,11.11,100.4,2.9,259.25
2005,6,26,26.95,86.38,19.04,1.2,100.35,3.23,248.56
2005,6,27,26.21,90,19.17,3.33,100.26,3.36,250.56
2005,6,28,26.5,88.94,19.23,6.88,100.21,4.05,263.62
2005,6,29,26.59,86.75,18.8,3.88,100.29,3.88,264.62
2005,6,30,26.62,86.94,18.86,4.02,100.29,4.11,242.19
2005,7,1,26.02,91.69,19.29,14.75,100.36,3.91,230.75
2005,7,2,26.12,88.81,18.74,7.39,100.36,3.4,240.06
2005,7,3,25.85,90.56,18.86,8.98,100.29,4.17,249.88
2005,7,4,25.46,89.69,18.31,2.31,100.26,2.5,225.56
2005,7,5,25.94,89.44,18.74,0.57,100.22,3.31,238.38
2005,7,6,26.63,87,18.92,4.46,100.24,4.34,242.38
2005,7,7,25.96,92.38,19.41,12.35,100.28,3.53,225.75
2005,7,8,26.12,88.75,18.74,1.42,100.29,3.48,234
2005,7,9,26.58,86.25,18.68,0.14,100.33,4.42,245.69
2005,7,10,27.27,84.5,18.98,1.53,100.37,2.35,268.25
2005,7,11,27.14,87.62,19.65,15.83,100.32,1.81,237.81
2005,7,12,26.71,89.62,19.65,6.79,100.42,1.87,190.12
2005,7,13,26.68,88.5,19.29,10.36,100.47,1.98,146.88
2005,7,14,27.85,82.62,19.1,0.75,100.49,1.34,142.88
2005,7,15,28.1,82.12,19.29,26.09,100.43,1.7,137.31
2005,7,16,27.35,86.25,19.59,0.79,100.33,1.55,195.56
2005,7,17,27.01,88.62,19.84,15.31,100.21,1.93,210.19
2005,7,18,26.69,89.94,19.65,8.21,100.28,2.34,230.56
2005,7,19,27.03,89.19,19.9,3.59,100.26,3.35,234.38
2005,7,20,26.73,89.94,19.71,9.88,100.3,3.91,236.25
2005,7,21,26.36,89.62,19.23,1.24,100.28,4.31,243
2005,7,22,26.2,90.06,19.17,3.2,100.23,3.84,255.5
2005,7,23,25.9,89,18.55,2.9,100.23,4.41,257.38
2005,7,24,25.39,90.12,18.31,2.51,100.2,4.45,258.5
2005,7,25,26.73,87.81,19.23,4.9,100.12,4.16,261.75
2005,7,26,26.4,89.69,19.35,12.78,100.12,5.05,254.44
2005,7,27,26.09,88.56,18.68,7.22,100.12,5.25,249.81
2005,7,28,25.72,90.5,18.74,1.26,100.12,4.95,249.25
2005,7,29,26.23,90.94,19.47,4.41,100.04,4.97,253.94
2005,7,30,25.73,90.12,18.68,5.82,100.03,5.54,238.94
2005,7,31,26.01,90.5,19.04,4.64,100.12,4.88,234.12
2005,8,1,26.04,89.44,18.8,3.9,100.29,4.23,244.38
2005,8,2,26.58,86.25,18.68,6.5,100.27,3.73,269.81
2005,8,3,26.12,90.69,19.23,19.63,100.23,3.49,260
2005,8,4,26.48,89.38,19.35,4.15,100.22,5.04,254.69
2005,8,5,26.86,87.06,19.17,3.01,100.2,5.46,256.38
2005,8,6,26.75,88.44,19.41,11.74,100.1,5.55,250.75
2005,8,7,26.18,90.94,19.35,7.12,100.11,4.67,246.38
2005,8,8,26.07,87.88,18.49,3.92,100.25,4.34,251.62
2005,8,9,26.05,87.12,18.25,0.5,100.31,4.72,248.88
2005,8,10,26.72,86.12,18.8,0.86,100.08,4.44,257.81
2005,8,11,26.69,88.25,19.35,4.07,100.01,4.58,255.19
2005,8,12,26.95,86.06,19.04,13.91,100.12,5.02,243.69
2005,8,13,26.44,88.06,18.92,19.49,100.41,3.61,221.31
2005,8,14,26.16,89.25,18.86,6.6,100.48,3.21,252.56
2005,8,15,26.75,87,18.98,0,100.29,2.62,258.06
2005,8,16,26.92,87.69,19.41,4.07,100.18,3.07,257.94
2005,8,17,26.63,89.94,19.59,14.38,100.22,3.06,260.31
2005,8,18,26.8,89.5,19.65,3.21,100.41,2.67,222.81
2005,8,19,26.96,85.81,18.92,0,100.53,2.57,266.38
2005,8,20,26.53,87.62,18.92,0,100.41,2.66,264.44
2005,8,21,26.49,88.12,19.04,0.31,100.34,2.8,275.19
2005,8,22,27.05,85.56,18.98,2.41,100.44,2.56,250.19
2005,8,23,26.98,88.75,19.71,3.94,100.43,2.44,247.62
2005,8,24,26.9,87.88,19.41,0.89,100.34,2.38,244.75
2005,8,25,27.5,84.75,19.29,3.64,100.24,2.06,248.19
2005,8,26,27.49,85.62,19.53,1.19,100.27,1.82,232.56
2005,8,27,27.15,87.94,19.71,7.79,100.25,2.57,244.31
2005,8,28,26.09,87.81,18.49,2.28,100.3,3.56,239.38
2005,8,29,26.32,88.12,18.8,2.67,100.24,2.95,237.12
2005,8,30,26.41,89.25,19.23,2.64,100.01,3.26,234.38
2005,8,31,26.24,90,19.23,2.98,99.94,2.86,233.31
2005,9,1,26.84,88.44,19.53,0.8,100.01,2.48,254.38
2005,9,2,27.28,88.19,19.96,6.23,100.1,2.82,257
2005,9,3,26.54,93,20.26,13.68,100.07,3.11,253.75
2005,9,4,26.84,88.56,19.53,2.85,100.06,3.17,235.5
2005,9,5,26.94,86.88,19.23,0.46,100.16,2.45,231.81
2005,9,6,27.51,86.31,19.78,2.42,100.17,2.17,236.25
2005,9,7,26.38,90.56,19.47,8.02,100.29,2.37,250.12
2005,9,8,25.69,92.31,19.04,8.35,100.36,3.16,240.06
2005,9,9,25.48,90.94,18.49,8.63,100.47,2.98,238.12
2005,9,10,25.37,89.94,18.19,0.72,100.32,3.43,269.56
2005,9,11,25.22,89,17.88,0.73,100.13,4.27,276.94
2005,9,12,24.77,93.5,18.37,3.9,100.09,3.69,260.56
2005,9,13,25.51,89.44,18.31,5.23,100.05,5.15,241.38
2005,9,14,26.83,85.94,18.86,0.72,100.37,3.95,226.31
2005,9,15,26.35,86.38,18.43,1.97,100.46,2.62,282.94
2005,9,16,25.94,92.5,19.41,4.82,100.27,4.45,281.06
2005,9,17,27.08,87.06,19.47,1.01,100.06,4.96,269
2005,9,18,26.67,90.25,19.78,1.93,100.24,4.69,232.31
2005,9,19,25.87,92.19,19.17,2.31,100.6,3.16,199.44
2005,9,20,25.57,91.5,18.68,0.4,100.59,3.13,247.19
2005,9,21,26,87,18.13,0.83,100.5,2.89,258.06
2005,9,22,26.18,87.38,18.43,1.95,100.48,3.16,251.69
2005,9,23,26.33,88.62,18.92,1.18,100.42,3.22,258.56
2005,9,24,26.58,87.88,19.04,0.14,100.29,3.12,257.38
2005,9,25,26.51,88.94,19.23,2.37,100.15,3.27,239.5
2005,9,26,26.18,87.62,18.55,1.73,100.19,3.67,241.69
2005,9,27,25.86,93.31,19.47,11.22,100.43,2.95,204.19
2005,9,28,26.89,86.5,18.98,3.5,100.5,1.9,240.19
2005,9,29,27.51,84.44,19.23,28.99,100.42,1.64,245.44
2005,9,30,26.55,89.81,19.47,3.27,100.45,3.42,148.69
2005,10,1,26.99,84.75,18.68,4.96,100.5,2.88,145.5
2005,10,2,27.29,83.38,18.68,1.51,100.38,2.25,144.12
2005,10,3,27.01,87.25,19.41,9.44,100.27,2.09,188.81
2005,10,4,26.35,89.31,19.1,19.4,100.35,2.91,129.5
2005,10,5,26.9,84.31,18.49,35.59,100.42,2.22,146.62
2005,10,6,26.57,85.31,18.43,3.17,100.37,1.95,137.44
2005,10,7,26.84,87.81,19.35,14.69,100.29,2.45,159.69
2005,10,8,26.95,89.31,19.84,2.39,100.2,1.89,190.81
2005,10,9,27.58,83.94,19.29,8.7,100.27,1.05,195.5
2005,10,10,27.68,85.81,19.84,9.85,100.2,1.89,189.56
2005,10,11,26.94,92.19,20.57,41.36,100.24,3.33,165
2005,10,12,27.5,87.06,19.9,0.06,100.3,2.82,129.44
2005,10,13,27.02,86.62,19.29,4.24,100.32,1.84,134.31
2005,10,14,26.28,89.94,19.23,14.22,100.36,1.36,242.19
2005,10,15,26.43,89.38,19.23,4.07,100.41,1.45,242.94
2005,10,16,26.55,87.31,18.8,10.69,100.53,1.8,267.62
2005,10,17,26.08,89.94,18.92,9.04,100.61,1.81,202.75
2005,10,18,26.98,86.69,19.17,1.33,100.49,1.88,175.19
2005,10,19,26.26,85.62,18.13,3.41,100.41,3.51,176.19
2005,10,20,25.19,91.69,18.43,7.11,100.42,2.02,90.31
2005,10,21,26.22,89.12,18.92,9.85,100.43,2.13,143.75
2005,10,22,25.82,91.62,19.04,14.79,100.46,2.05,155.31
2005,10,23,25.69,89.19,18.37,3.96,100.54,2.77,93.5
2005,10,24,26.2,88.88,18.8,2.89,100.56,2.59,171.88
2005,10,25,26.19,87.88,18.55,9.89,100.51,2.7,99
2005,10,26,25.8,88.62,18.37,1.95,100.48,2.42,92.62
2005,10,27,26.81,88,19.29,3.67,100.49,1.98,127.56
2005,10,28,27.15,83,18.37,0.56,100.48,1.69,187.38
2005,10,29,27.48,83.12,18.92,4.34,100.28,1.7,182.19
2005,10,30,26.93,87.56,19.41,10.16,100.22,2.01,288.12
2005,10,31,27.27,84.81,19.1,0.08,100.3,3.52,315.19
2005,11,1,26.79,86.31,18.92,0.19,100.29,3.26,282.5
2005,11,2,26.48,85.44,18.37,0.43,100.34,1.77,254.31
2005,11,3,26.37,89.06,19.1,0.1,100.41,2.42,115.25
2005,11,4,26.44,89,19.17,1.13,100.4,1.71,101
2005,11,5,26.69,89.06,19.47,2.7,100.4,1.69,103.56
2005,11,6,26.53,89.88,19.47,0.52,100.45,1.87,167.38
2005,11,7,25.83,90.75,18.8,5.54,100.52,3.47,133.19
2005,11,8,26.12,88.81,18.68,2.59,100.6,2.45,141.81
2005,11,9,26.42,87.44,18.68,1.21,100.58,1.33,149.75
2005,11,10,26.91,86.06,18.92,0.13,100.47,1.61,213.5
2005,11,11,26.54,86.56,18.68,0.11,100.38,2.07,147.75
2005,11,12,26.41,89.06,19.1,15.36,100.44,2.34,142.06
2005,11,13,26.67,86.19,18.74,0.33,100.42,2.06,136.06
2005,11,14,26.55,87.19,18.8,7.03,100.36,1.95,125.44
2005,11,15,26.58,84.5,18.19,0.07,100.27,1.84,128.44
2005,11,16,27.06,84.69,18.8,5.83,100.33,1.78,103.81
2005,11,17,26.81,87.5,19.23,13.65,100.38,2.45,217.62
2005,11,18,26.37,85.44,18.25,1.64,100.48,3.67,102.31
2005,11,19,25.63,82.69,16.78,0.52,100.57,2.62,157.5
2005,11,20,24.8,76.75,14.83,0.43,100.61,2.86,62.81
2005,11,21,24.43,74.88,14.1,0.01,100.63,2.88,59.19
2005,11,22,24.73,79.69,15.44,0.01,100.61,2.09,129
2005,11,23,26.13,83.88,17.64,1.37,100.55,1.7,209
2005,11,24,25.3,88.12,17.7,4.53,100.54,1.82,194.56
2005,11,25,25.65,86.81,17.76,0.82,100.51,2.77,169.19
2005,11,26,25.57,87.38,17.76,3.38,100.5,1.8,121.75
2005,11,27,26.2,87.44,18.49,10.72,100.44,1.98,79.94
2005,11,28,25.5,90.88,18.49,14.44,100.48,1.79,137.06
2005,11,29,25.23,90.06,18.07,17.16,100.29,1.77,216.69
2005,11,30,25.68,86.56,17.82,1.66,100.07,1.87,212.75
2005,12,1,25.23,89.94,18.13,2.41,100.18,2.52,103
2005,12,2,25.33,87.81,17.7,0.77,100.37,3.22,91.12
2005,12,3,25.58,86.81,17.7,2.12,100.34,2.2,121.19
2005,12,4,25.7,87.38,17.94,1.56,100.25,2.39,116.5
2005,12,5,25.27,88.88,17.88,8,100.31,2.91,98.62
2005,12,6,25.82,87.44,18.13,0.23,100.43,1.59,173.5
2005,12,7,25.66,84.25,17.27,0.37,100.49,3.09,74.62
2005,12,8,25.55,83.88,17.09,0.16,100.49,2.17,90.5
2005,12,9,25.55,82.81,16.85,0.69,100.39,1.67,162.12
2005,12,10,24.06,90.31,16.91,0.75,100.32,2.48,243.62
2005,12,11,25.25,88.44,17.76,0.85,100.31,1.84,170
2005,12,12,25.55,86.81,17.7,6.8,100.26,2.19,179.25
2005,12,13,24.26,89.31,16.97,3.17,100.22,3.64,14.94
2005,12,14,23.82,92.12,17.09,10.56,100.26,3.96,41.12
2005,12,15,24.89,85.5,16.78,0.65,100.47,3.42,50.38
2005,12,16,25.05,79.75,15.75,0,100.53,3.09,34.88
2005,12,17,24.9,78.88,15.44,0.07,100.56,3.42,31.44
2005,12,18,23.83,73.75,13.49,0.06,100.51,3.38,21.31
2005,12,19,21.44,82.81,13.24,1.02,100.37,3.97,110.44
2005,12,20,22.72,89.5,15.5,2.79,100.34,4.17,218.19
2005,12,21,23.72,86.44,15.87,2.57,100.59,4.05,27.12
2005,12,22,21.38,76.75,12.02,0,100.78,3.87,21.56
2005,12,23,22.11,79.94,13.18,0.01,100.7,1.69,202.75
2005,12,24,24.24,84,15.81,0.83,100.64,1.81,73.56
2005,12,25,25.47,85.44,17.21,7.73,100.58,0.92,137.44
2005,12,26,25.65,85.25,17.33,1.65,100.59,1.55,151.19
2005,12,27,25.27,84.75,16.78,0.4,100.59,1.76,175
2005,12,28,25.3,82.12,16.3,0.02,100.52,1.3,200
2005,12,29,25.23,84.69,16.85,0.02,100.54,1.67,173.25
2005,12,30,25.89,83.75,17.27,0.1,100.56,1.72,173.69
2005,12,31,26.43,85,18.13,0.22,100.52,1.93,160.69
2006,1,1,25.93,83.06,17.21,0.02,100.57,1.67,144.06
2006,1,2,25.39,85.25,17.15,0.29,100.5,2.19,166.81
2006,1,3,26.01,82.06,17.15,0.03,100.36,2.4,118.75
2006,1,4,25.96,81.19,16.78,0.01,100.37,2.52,103.19
2006,1,5,25.61,82.81,16.72,0,100.39,2.59,98.81
2006,1,6,25.83,77.31,15.81,0,100.48,2.72,112.75
2006,1,7,25.4,71.75,14.28,0.01,100.55,2.43,74.19
2006,1,8,24.44,73.81,13.92,0,100.6,1.96,117.38
2006,1,9,24.07,73.56,13.49,0,100.56,2.08,116.06
2006,1,10,24.02,75.5,13.85,0,100.53,1.9,121.19
2006,1,11,25.02,77.38,15.01,0,100.47,2.31,110.44
2006,1,12,25.15,81.38,15.93,0,100.51,2.38,188.69
2006,1,13,25.31,80.69,15.99,0,100.47,2.41,213.5
2006,1,14,25.3,81.06,15.99,0,100.5,2.22,228.81
2006,1,15,25.69,81.62,16.48,0,100.48,2.43,219.44
2006,1,16,26.14,80.69,16.72,0,100.44,1.84,109.5
2006,1,17,26.12,81.38,16.91,0.1,100.47,2.12,210.25
2006,1,18,25.96,82.06,16.91,0,100.45,1.77,178.75
2006,1,19,26.28,82.31,17.33,0,100.43,1.71,194.19
2006,1,20,26.48,80.69,17.15,0,100.4,1.96,202.31
2006,1,21,26.38,80.5,16.91,0.01,100.46,2.79,115.12
2006,1,22,25.91,78.75,16.05,0.04,100.4,2.41,141.94
2006,1,23,26.17,70.69,14.53,0.07,100.49,2.26,52.62
2006,1,24,24.4,63.38,11.6,0.02,100.63,2.48,53.81
2006,1,25,23.96,68.88,12.33,0,100.72,2.19,97.75
2006,1,26,25.03,69.62,13.43,0,100.7,1.8,102.25
2006,1,27,25.24,71.31,14.04,0.05,100.63,2.06,100.44
2006,1,28,26.05,75.06,15.32,0.03,100.5,1.97,115.38
2006,1,29,26.71,76.5,16.24,0.46,100.56,1.98,222.75
2006,1,30,26.9,78.5,16.78,2.49,100.69,2.41,160.94
2006,1,31,27.75,74.75,16.72,1.07,100.78,2.55,99.12
2006,2,1,27.77,71.69,16.05,2.5,100.74,2.12,145.12
2006,2,2,27.32,58.75,12.7,0,100.76,1.94,128.88
2006,2,3,27.98,62.88,13.85,0.01,100.78,1.7,107.5
2006,2,4,27.3,65.62,14.34,4.7,100.76,2.48,75.44
2006,2,5,26.69,63.12,13.12,0.02,100.69,2.23,135.88
2006,2,6,26.83,63.62,13.37,0,100.63,2.19,116.12
2006,2,7,27.28,63.19,13.61,0.05,100.66,2.45,112.69
2006,2,8,28.23,60.19,13.67,0.01,100.8,2.08,93.69
2006,2,9,27.77,63.44,14.34,2.59,100.76,3.78,64.12
2006,2,10,27.01,73.31,15.87,12.16,100.68,3.09,70.38
2006,2,11,26.71,70.81,15.01,0,100.61,2.84,106.5
2006,2,12,27.39,65.44,14.28,0,100.59,3.73,93.25
2006,2,13,27.7,63,13.85,0,100.57,3.27,105.25
2006,2,14,27.86,65.19,14.34,0,100.46,2.9,119.31
2006,2,15,28.06,72.19,16.36,0,100.4,2.79,113.5
2006,2,16,29.24,66.06,15.81,0,100.44,3.45,109.81
2006,2,17,29.48,62.94,15.2,0.01,100.51,4.17,111.12
2006,2,18,28.99,60.25,14.4,0.01,100.45,2.62,106.88
2006,2,19,29.29,63.31,15.26,0.02,100.4,2.53,131.56
2006,2,20,29.4,58.06,13.79,0.03,100.42,1.81,138.81
2006,2,21,29.83,53.88,13.12,0.04,100.31,2.69,100.31
2006,2,22,29.96,56.19,14.04,0.01,100.27,2.55,150.06
2006,2,23,30.04,52.44,13.06,0.02,100.22,2.85,87.31
2006,2,24,30.54,51.88,13.18,0.04,100.19,3.29,87.06
2006,2,25,30.3,54.12,13.92,0,100.21,2.26,152
2006,2,26,30.21,58.12,14.83,0.21,100.3,2.88,118.88
2006,2,27,29.6,61,14.65,0,100.33,3.65,123.56
2006,2,28,29.19,61.19,14.59,0,100.41,3.54,129.81
2006,3,1,29.23,59.5,14.22,0.29,100.52,1.92,152.19
2006,3,2,29.35,56.12,13.49,0.04,100.52,2.31,153.69
2006,3,3,28.97,52.38,12.02,0,100.56,2.87,165.12
2006,3,4,28.62,55.75,12.57,0,100.61,2.74,149.25
2006,3,5,28.55,61.06,13.79,0,100.67,3.72,137.88
2006,3,6,29.06,61.38,14.16,0,100.61,3.52,136
2006,3,7,29.12,61.62,14.59,0,100.57,3.89,138.44
2006,3,8,29.85,58.62,14.1,0,100.57,4.54,126.56
2006,3,9,29.78,57.25,13.92,0,100.63,4.18,119.5
2006,3,10,29.3,60.06,13.92,0,100.51,3.34,132.62
2006,3,11,29.65,58.69,13.85,0,100.35,2.93,144.12
2006,3,12,29.8,58.5,14.28,0,100.23,3.27,157.5
2006,3,13,30.2,56,14.1,0.09,100.34,2.8,201.69
2006,3,14,27.42,73.62,16.66,3.59,100.53,3,158.94
2006,3,15,28.71,67.19,15.5,0.94,100.53,3.55,115.94
2006,3,16,30.13,62.31,15.38,0,100.23,3.18,132.06
2006,3,17,30.08,62.31,15.69,0.03,100.2,4.87,114.19
2006,3,18,30.05,57.75,14.16,0.01,100.26,5.27,121.12
2006,3,19,30.26,57.44,14.34,0.1,100.23,5.7,110.06
2006,3,20,30.65,56.5,14.34,0.08,100.19,5.81,111.44
2006,3,21,30.02,55.69,13.67,0,100.2,6.22,117.69
2006,3,22,29.9,59.56,14.65,0,100.11,5.09,131
2006,3,23,30.53,61.62,15.99,0,100.07,4.65,131.69
2006,3,24,30.11,63.88,16.48,0,100.13,4.99,135
2006,3,25,30.18,59.81,15.01,0,100.25,5.73,129.56
2006,3,26,30.59,60.56,15.56,0.08,100.26,5.57,127.06
2006,3,27,31.3,60.38,16.24,0,100.25,4.66,125.44
2006,3,28,31.11,59.19,15.75,0.02,100.35,4.37,134.56
2006,3,29,30.87,56.75,14.65,0,100.44,5.12,131.75
2006,3,30,30.39,58.12,14.83,0.07,100.51,4.18,125.88
2006,3,31,29.4,62.38,15.5,0.05,100.47,2.08,126.38
2006,4,1,29.08,66.69,16.3,1.6,100.43,2.5,139.69
2006,4,2,28.08,71.44,16.72,1.56,100.5,2.48,136.88
2006,4,3,28.3,68.62,16.17,0.69,100.42,2.66,125.88
2006,4,4,30.15,63.75,15.93,0.02,100.36,4.08,131.62
2006,4,5,30.7,62.38,16.24,0.29,100.3,3.15,133.31
2006,4,6,30.83,61.38,16.05,0.01,100.26,4.3,131.62
2006,4,7,29.76,66,16.78,1.7,100.24,4.7,128.19
2006,4,8,29,70.19,17.15,1.05,100.29,3.51,114.25
2006,4,9,29.48,69.12,17.27,1.69,100.29,4.58,122.81
2006,4,10,28.94,74.06,18.07,5.26,100.34,3.8,134.44
2006,4,11,30.1,66.56,16.91,0.06,100.28,4.3,142.5
2006,4,12,31.05,61.88,16.42,0.04,100.14,3.3,154.38
2006,4,13,31.21,62.38,16.85,0,100.23,3.83,146.5
2006,4,14,31.34,57.88,15.32,0.04,100.39,4.61,132.81
2006,4,15,30.36,62.88,16.42,2.05,100.4,4.76,120.38
2006,4,16,31.45,54.38,14.4,0.02,100.27,4.01,105.38
2006,4,17,31.36,53.94,15.01,0.07,100.28,3.96,85.06
2006,4,18,30.9,58.94,15.99,0.09,100.36,4.37,116.38
2006,4,19,30.94,58.62,15.69,0.04,100.43,5.7,115.88
2006,4,20,30.69,53.25,13.67,0.01,100.43,6,118.62
2006,4,21,30.9,57.75,15.14,0.24,100.3,5.05,121.75
2006,4,22,30.73,61.94,16.54,0.73,100.2,3.98,145.56
2006,4,23,30.8,59.88,15.81,0.01,100.19,4.76,122.81
2006,4,24,30.71,56.69,14.89,0.01,100.28,5.23,134.25
2006,4,25,31.2,57.25,15.08,0.01,100.25,4.38,136.06
2006,4,26,29.36,71.44,18.01,9.28,100.28,3.27,156
2006,4,27,30.41,67.44,17.46,7.15,100.29,2.51,170.62
2006,4,28,28.51,82.88,20.08,59.66,100.27,1.95,161.69
2006,4,29,27.62,84.62,19.47,0.31,100.29,2.75,124.31
2006,4,30,27.62,83.31,19.1,1.29,100.4,3.51,128.56
2006,5,1,28.63,76.81,18.43,0.73,100.39,3.61,130.81
2006,5,2,29.62,71.88,18.07,0,100.34,3.52,136.56
2006,5,3,30.27,67.94,17.46,0.02,100.35,3.51,149.19
2006,5,4,30.51,64.94,16.85,0.05,100.43,4.05,135.19
2006,5,5,29.62,72.81,18.55,0.66,100.47,3.79,142.44
2006,5,6,29.88,71.56,18.25,5.04,100.37,3.05,159.44
2006,5,7,28.62,78.69,18.92,14.9,100.39,2.51,190.75
2006,5,8,29.39,72.5,18.01,0.02,100.4,2.72,140.69
2006,5,9,29.05,74.75,18.43,0.52,100.34,2.59,137.44
2006,5,10,29.56,69.5,17.27,5.67,100.27,2.96,133.5
2006,5,11,28.82,77.56,18.86,11.84,100.39,2.52,136.31
2006,5,12,30.18,70.62,18.25,1.56,100.41,3.26,137.38
2006,5,13,26.73,91.44,20.14,59.2,100.36,2.23,210.25
2006,5,14,27.55,83.81,19.17,8.17,100.22,2.75,126.56
2006,5,15,27.2,82.38,18.43,1.46,100.16,2.14,175.44
2006,5,16,27.83,79.62,18.43,0.05,100.2,3.77,237.25
2006,5,17,27.84,81.38,18.86,0.14,100.25,2.59,237.44
2006,5,18,27.47,84.5,19.23,1.11,100.21,2.9,239.56
2006,5,19,27.52,82.81,18.86,1.16,100.18,2.91,241.75
2006,5,20,26.56,88.56,19.23,1.27,100.18,3.62,238
2006,5,21,27.46,82.38,18.55,4.73,100.29,2.98,243.88
2006,5,22,27.55,82,18.62,2.09,100.31,2.57,228.56
2006,5,23,28.05,80.06,18.74,0.1,100.27,2.62,217.81
2006,5,24,27.63,80.19,18.31,1.09,100.29,1.3,251.56
2006,5,25,27.7,81.81,18.8,2.78,100.32,2.53,148.06
2006,5,26,28.27,79.38,18.74,2.86,100.44,2.84,133.25
2006,5,27,27.72,80.31,18.49,0.47,100.48,2.13,184.12
2006,5,28,28.03,76.75,17.82,0.24,100.35,1.75,171.19
2006,5,29,29.04,73.81,18.01,2.14,100.18,2.14,205.69
2006,5,30,26.9,90.25,20.02,54.28,100.32,2.36,212.88
2006,5,31,27.08,86.56,19.29,4.31,100.44,1.94,244.56
2006,6,1,26.81,88.31,19.41,13.06,100.39,2.78,264.81
2006,6,2,26.8,87.12,19.17,0.32,100.35,2.44,252.06
2006,6,3,26.85,88,19.41,2.54,100.32,2.56,229.69
2006,6,4,26.79,87.19,19.1,14.28,100.37,2.79,236.25
2006,6,5,26.76,87.44,19.17,14.1,100.37,2.75,244.06
2006,6,6,26.69,87.75,19.17,1.02,100.35,2.77,250.75
2006,6,7,27.06,86.38,19.23,0,100.31,2.72,254.81
2006,6,8,27.37,85,19.29,0.01,100.22,2.73,239.06
2006,6,9,27.48,85.44,19.47,0.13,100.29,3.45,238.25
2006,6,10,27.08,85.25,18.98,0.15,100.41,3.5,251.81
2006,6,11,27.4,82.88,18.68,1.55,100.33,3.26,254.31
2006,6,12,27.17,85.88,19.23,7.9,100.21,4.03,239.62
2006,6,13,26.4,91.12,19.65,25.38,100.19,2.59,238.19
2006,6,14,26.8,87.19,19.17,2.82,100.2,2.41,229.56
2006,6,15,27.19,85.94,19.29,6.82,100.22,2.62,232
2006,6,16,27.28,88.31,20.02,6.49,100.17,3.21,227.69
2006,6,17,27.44,87.31,19.9,9.38,100.12,2.89,216.88
2006,6,18,26.5,90.06,19.59,19.85,100.03,2.95,177.12
2006,6,19,26.6,89.06,19.41,3.39,100.11,2.15,170.31
2006,6,20,27.21,86.19,19.35,0.61,100.16,2.62,146.5
2006,6,21,27.2,86.5,19.47,4.18,100.16,2.25,162.75
2006,6,22,26.87,87.62,19.35,3.27,100.1,2.42,137.25
2006,6,23,26.91,88.62,19.65,11.98,100.11,2.7,131.25
2006,6,24,26.59,88.81,19.29,2.55,100.22,2.8,133.06
2006,6,25,26.6,87,18.86,1.21,100.24,2.84,137.44
2006,6,26,27.04,86.19,19.17,7.99,100.26,2.55,187.94
2006,6,27,26.48,90.62,19.59,17.45,100.26,3.67,223.25
2006,6,28,26.03,91.88,19.35,16.89,100.31,3.42,238.06
2006,6,29,25.87,90,18.8,1.39,100.3,4.98,251.94
2006,6,30,25.91,87.69,18.25,2.84,100.34,4.32,272.94
2006,7,1,25.73,93.56,19.47,6.95,100.23,3.79,254.56
2006,7,2,25.83,91.19,19.04,7.5,100.18,6.15,239.81
2006,7,3,25.9,92.31,19.35,13.02,100.24,4.72,248.56
2006,7,4,26.4,89.25,19.17,4.66,100.25,3.59,237.69
2006,7,5,26.94,89,19.71,4.22,100.28,4.39,230.94
2006,7,6,27.06,88.75,19.84,4.42,100.29,3.86,226.12
2006,7,7,27.4,88.06,20.02,6.56,100.23,3.93,229
2006,7,8,26.98,89.75,20.02,9.02,100.2,3.69,236.94
2006,7,9,27.19,88.75,19.96,2.12,100.15,3.63,241.75
2006,7,10,27.04,88.94,19.84,2.94,100.17,4.27,231.81
2006,7,11,27.1,87.31,19.53,3.99,100.2,4.12,229.38
2006,7,12,26.84,89.75,19.84,7.67,100.17,4.22,230.5
2006,7,13,26.6,90.75,19.84,3.31,100.12,4.06,244.56
2006,7,14,26.91,90,19.96,5.65,100.14,4.19,237.31
2006,7,15,26.34,91.56,19.65,11.53,100.19,4.13,238.62
2006,7,16,26.15,91.38,19.41,12.83,100.17,4.27,245.19
2006,7,17,25.69,89.31,18.43,0.84,100.25,3.62,232.88
2006,7,18,25.85,87.56,18.13,0.6,100.39,2.55,269.38
2006,7,19,26.7,86.19,18.74,4.38,100.38,2.61,281.44
2006,7,20,25.77,91.75,19.04,3.88,100.3,2.91,257
2006,7,21,25.52,92.12,18.86,4.89,100.27,3.81,242.75
2006,7,22,25.58,87.75,17.88,1.07,100.34,4.34,256.38
2006,7,23,25.86,91.62,19.1,8.53,100.28,4.28,232.56
2006,7,24,26.4,88,18.86,6.84,100.26,4.27,243.62
2006,7,25,26.07,88.38,18.55,1.69,100.29,3.8,248.94
2006,7,26,25.82,90.19,18.68,11.16,100.46,3.41,252
2006,7,27,26.68,86.5,18.8,3.45,100.29,4.48,265.31
2006,7,28,26.37,86.69,18.55,8.2,100.14,4.32,265.12
2006,7,29,26.58,87.06,18.86,5.88,100.16,3.91,256.69
2006,7,30,25.86,91.56,19.1,8.18,100.24,3.7,250.06
2006,7,31,25.22,92.69,18.62,6.36,100.29,4.45,224.12
2006,8,1,25.36,89.56,18.07,1.72,100.27,3.94,254.38
